10-12-2024 23:45:13GET/{"host":"localhost:3000","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32"}
11-12-2024 00:40:30GET/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3Aiv0bOX8w7BHPK6a9BfyGzfv6S46RzgpV.a3DKZOSQKKDwhlMgfBCwoagvm6pkDCT7ZjAC8LiTUEk"}
11-12-2024 00:40:33GET/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ACei0sqEU0rYRNXqsCURQ-uDOc6gSl3fF.mKClNRYLJqPglPRg%2Blw%2FxTXs0FDuDTWXrQK8p1Krp2w"}
11-12-2024 00:40:38GET/{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ACei0sqEU0rYRNXqsCURQ-uDOc6gSl3fF.mKClNRYLJqPglPRg%2Blw%2FxTXs0FDuDTWXrQK8p1Krp2w"}
11-12-2024 00:41:22GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ACei0sqEU0rYRNXqsCURQ-uDOc6gSl3fF.mKClNRYLJqPglPRg%2Blw%2FxTXs0FDuDTWXrQK8p1Krp2w"}
11-12-2024 00:41:36POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"26","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ACei0sqEU0rYRNXqsCURQ-uDOc6gSl3fF.mKClNRYLJqPglPRg%2Blw%2FxTXs0FDuDTWXrQK8p1Krp2w"}
11-12-2024 00:41:36GET/auth/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ACei0sqEU0rYRNXqsCURQ-uDOc6gSl3fF.mKClNRYLJqPglPRg%2Blw%2FxTXs0FDuDTWXrQK8p1Krp2w"}
11-12-2024 00:41:38GET/auth/signup{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ACei0sqEU0rYRNXqsCURQ-uDOc6gSl3fF.mKClNRYLJqPglPRg%2Blw%2FxTXs0FDuDTWXrQK8p1Krp2w"}
11-12-2024 00:41:48POST/auth/signup{"host":"localhost:3001","connection":"keep-alive","content-length":"28","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/signup","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ACei0sqEU0rYRNXqsCURQ-uDOc6gSl3fF.mKClNRYLJqPglPRg%2Blw%2FxTXs0FDuDTWXrQK8p1Krp2w"}
11-12-2024 00:41:48GET/auth/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/signup","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ACei0sqEU0rYRNXqsCURQ-uDOc6gSl3fF.mKClNRYLJqPglPRg%2Blw%2FxTXs0FDuDTWXrQK8p1Krp2w","if-none-match":"W/\"4fb-Ovy8KARuvFgmTOfYS/21PtaK5LQ\""}
11-12-2024 00:41:54POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"28","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ACei0sqEU0rYRNXqsCURQ-uDOc6gSl3fF.mKClNRYLJqPglPRg%2Blw%2FxTXs0FDuDTWXrQK8p1Krp2w"}
11-12-2024 00:41:54GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak"}
11-12-2024 00:44:42GET/auth/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak"}
11-12-2024 00:44:44GET/auth/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak","if-none-match":"W/\"4fb-Ovy8KARuvFgmTOfYS/21PtaK5LQ\""}
11-12-2024 00:44:47GET/auth/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak","if-none-match":"W/\"4fb-Ovy8KARuvFgmTOfYS/21PtaK5LQ\""}
11-12-2024 00:48:04GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak","if-none-match":"W/\"4fb-Ovy8KARuvFgmTOfYS/21PtaK5LQ\""}
11-12-2024 00:48:28POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"26","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak"}
11-12-2024 00:48:28GET/auth/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak"}
11-12-2024 00:48:36POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"26","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak"}
11-12-2024 00:48:36GET/auth/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak"}
11-12-2024 00:48:41GET/auth/signup{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak"}
11-12-2024 00:48:46GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/signup","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak","if-none-match":"W/\"3f9-pAjIzzGuPhprTk9+NM0igYBkwss\""}
11-12-2024 00:48:46GET/auth/signup{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak","if-none-match":"W/\"3dc-1C5YfEojEygFquQpFker8sxh+9g\""}
11-12-2024 00:48:47GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/signup","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak","if-none-match":"W/\"3f9-pAjIzzGuPhprTk9+NM0igYBkwss\""}
11-12-2024 00:48:47GET/auth/signup{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak","if-none-match":"W/\"3dc-1C5YfEojEygFquQpFker8sxh+9g\""}
11-12-2024 00:48:47GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/signup","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AMmJN_cQH9PWKqmNZlV65pLvx3EdiQckj.p%2B8EDRLjwV4tDPO9J6b3glvYsOMHO%2B%2BF63qXDWb9iak","if-none-match":"W/\"3f9-pAjIzzGuPhprTk9+NM0igYBkwss\""}
